Population,NestID,Fband,Year,Attempt,JulianFED,Clutch,MinHatch,Banded,Exp,Exclude,Nage,Mass
KY,16,149125703,1993,1,98,5,4,4,no,,11,25.4
KY,16,149125703,1993,1,98,5,4,4,no,,11,23.7
KY,16,149125703,1993,1,98,5,4,4,no,,11,22.7
KY,16,149125703,1993,1,98,5,4,4,no,,11,
KY,17,149125703,1993,2,132,5,4,4,no,,10,29
KY,17,149125703,1993,2,132,5,4,4,no,,10,25.5
KY,17,149125703,1993,2,132,5,4,4,no,,10,24.5
KY,17,149125703,1993,2,132,5,4,4,no,,10,15.5
KY,18,149125703,1993,3,168,6,4,3,no,,9,26.5
KY,18,149125703,1993,3,168,6,4,3,no,,9,26.5
KY,18,149125703,1993,3,168,6,4,3,no,,9,21
KY,18,149125703,1993,3,168,6,4,3,no,,9,16.5
KY,19,149125703,1993,4,206,3,2,2,no,,6,23
KY,19,149125703,1993,4,206,3,2,2,no,,6,18
KY,12,149125704,1993,1,102,6,6,3,no,,7,23.5
KY,12,149125704,1993,1,102,6,6,3,no,,7,22.7
KY,12,149125704,1993,1,102,6,6,3,no,,7,22
KY,13,149125704,1993,2,140,5,4,4,no,,9,26.5
KY,13,149125704,1993,2,140,5,4,4,no,,9,24.5
KY,13,149125704,1993,2,140,5,4,4,no,,9,23
KY,13,149125704,1993,2,140,5,4,4,no,,9,22.5
KY,14,149125704,1993,3,181,5,4,2,no,,8,24.5
KY,14,149125704,1993,3,181,5,4,2,no,,8,20
KY,77,149125764,1993,1,99,5,5,5,no,,11,28.3
KY,77,149125764,1993,1,99,5,5,5,no,,11,27
KY,77,149125764,1993,1,99,5,5,5,no,,11,26.1
KY,77,149125764,1993,1,99,5,5,5,no,,11,24.9
KY,77,149125764,1993,1,99,5,5,5,no,,11,22.4
KY,92,151101032,1993,1,101,5,4,4,no,,10,27.4
KY,92,151101032,1993,1,101,5,4,4,no,,10,26.5
KY,92,151101032,1993,1,101,5,4,4,no,,10,25.7
KY,92,151101032,1993,1,101,5,4,4,no,,10,24.2
KY,93,151101032,1993,2,152,4,3,3,no,,8,24
KY,93,151101032,1993,2,152,4,3,3,no,,8,22.5
KY,94,151101032,1993,3,193,4,2,1,no,,9,28.5
KY,69,151101049,1993,1,115,5,4,3,no,,9,23.5
KY,69,151101049,1993,1,115,5,4,3,no,,9,23.5
KY,69,151101049,1993,1,115,5,4,3,no,,9,20.5
KY,48,151101053,1993,1,103,5,5,5,no,,8,23.4
KY,48,151101053,1993,1,103,5,5,5,no,,8,23
KY,48,151101053,1993,1,103,5,5,5,no,,8,23
KY,48,151101053,1993,1,103,5,5,5,no,,8,20.7
KY,48,151101053,1993,1,103,5,5,5,no,,8,19.5
KY,49,151101053,1993,2,140,4,2,2,yes,,7,27.5
KY,49,151101053,1993,2,140,4,2,2,yes,,7,23
KY,50,151101053,1993,3,184,3,3,3,no,,,23
KY,50,151101053,1993,3,184,3,3,3,no,,,18.5
KY,50,151101053,1993,3,184,3,3,3,no,,8,15.5
KY,79,151101054,1993,2,130,4,2,2,no,,9,26.5
KY,79,151101054,1993,2,130,4,2,2,no,,9,25.5
KY,60,151101062,1993,4,195,3,3,2,no,,8,24
KY,60,151101062,1993,4,195,3,3,2,no,,8,23.5
KY,63,151101065,1993,1,100,4,4,4,no,,11,27.2
KY,63,151101065,1993,1,100,4,4,4,no,,11,26.5
KY,63,151101065,1993,1,100,4,4,4,no,,11,25
KY,63,151101065,1993,1,100,4,4,4,no,,11,24.4
KY,64,151101065,1993,2,137,4,2,2,no,,7,22.5
KY,64,151101065,1993,2,137,4,2,2,no,,7,21.5
KY,65,151101065,1993,3,182,4,4,3,no,,7,19
KY,65,151101065,1993,3,182,4,4,3,no,,7,15.5
KY,65,151101065,1993,3,182,4,4,3,no,,7,13.5
KY,95,151101128,1993,1,149,6,5,5,no,,7,22.5
KY,95,151101128,1993,1,149,6,5,5,no,,7,20.5
KY,95,151101128,1993,1,149,6,5,5,no,,7,20
KY,95,151101128,1993,1,149,6,5,5,no,,7,18
KY,95,151101128,1993,1,149,6,5,5,no,,7,15.5
KY,96,151101128,1993,2,185,5,5,3,no,,8,22.5
KY,96,151101128,1993,2,185,5,5,3,no,,8,22
KY,96,151101128,1993,2,185,5,5,3,no,,8,17.5
KY,124,151101186,1993,1,124,6,4,4,no,,10,25
KY,124,151101186,1993,1,124,6,4,4,no,,10,24.5
KY,124,151101186,1993,1,124,6,4,4,no,,10,23.7
KY,124,151101186,1993,1,124,6,4,4,no,,10,20.7
KY,125,151101186,1993,2,162,4,4,4,no,,9,26
KY,125,151101186,1993,2,162,4,4,4,no,,9,23.5
KY,125,151101186,1993,2,162,4,4,4,no,,9,21
KY,125,151101186,1993,2,162,4,4,4,no,,9,20
KY,126,151101186,1993,3,196,4,4,3,,,9,28.5
KY,126,151101186,1993,3,196,4,4,3,,,9,28
KY,126,151101186,1993,3,196,4,4,3,,,9,27.5
KY,103,151101232,1993,1,152,4,2,2,no,,9,26.5
KY,103,151101232,1993,1,152,4,2,2,no,,9,25.5
KY,133,149125784,1994,2,118,5,5,4,no,,9,
KY,133,149125784,1994,2,118,5,5,4,no,,9,
KY,133,149125784,1994,2,118,5,5,4,no,,9,
KY,133,149125784,1994,2,118,5,5,4,no,,9,
KY,175,151101091,1994,4,193,3,2,2,no,,11,
KY,175,151101091,1994,4,193,3,2,2,no,,11,
KY,147,151101366,1994,1,103,5,5,4,no,,9,
KY,147,151101366,1994,1,103,5,5,4,no,,9,
KY,147,151101366,1994,1,103,5,5,4,no,,9,
KY,147,151101366,1994,1,103,5,5,4,no,,9,
KY,148,151101366,1994,2,141,4,2,2,no,,8,
KY,148,151101366,1994,2,141,4,2,2,no,,8,
KY,232,151101374,1994,1,155,4,3,3,no,,10,
KY,232,151101374,1994,1,155,4,3,3,no,,10,
KY,232,151101374,1994,1,155,4,3,3,no,,10,
KY,355,151101032,1995,1,81,6,4,3,no,,13,26.5
KY,355,151101032,1995,1,81,6,4,3,no,,13,26
KY,355,151101032,1995,1,81,6,4,3,no,,13,23.5
KY,355,151101032,1995,1,81,6,4,3,no,,12,14
KY,356,151101032,1995,2,127,6,2,2,no,,12,14
KY,357,151101032,1995,3,166,4,1,1,no,,,23
KY,318,151101091,1995,2,136,5,4,,no,,12,28.5
KY,318,151101091,1995,2,136,5,4,,no,,12,25.5
KY,318,151101091,1995,2,136,5,4,,no,,12,25
KY,322,151101128,1995,1,82,6,6,6,no,,12,22.5
KY,322,151101128,1995,1,82,6,6,6,no,,12,21.5
KY,322,151101128,1995,1,82,6,6,6,no,,12,20.5
KY,322,151101128,1995,1,82,6,6,6,no,,12,19.5
KY,322,151101128,1995,1,82,6,6,6,no,,12,19
KY,322,151101128,1995,1,82,6,6,6,no,,12,15
KY,323,151101128,1995,2,123,6,6,3,no,,8,25.5
KY,323,151101128,1995,2,123,6,6,3,no,,8,24
KY,323,151101128,1995,2,123,6,6,3,no,,8,21
KY,276,151101163,1995,3,184,4,4,3,no,,11,26.5
KY,276,151101163,1995,3,184,4,4,3,no,,11,25
KY,276,151101163,1995,3,184,4,4,3,no,,11,24.1
KY,261,151101324,1995,3,167,6,6,5,no,,10,24
KY,261,151101324,1995,3,167,6,6,5,no,,10,23.5
KY,261,151101324,1995,3,167,6,6,5,no,,10,23
KY,261,151101324,1995,3,167,6,6,5,no,,10,22.5
KY,261,151101324,1995,3,167,6,6,5,no,,10,16.5
KY,296,151101366,1995,3,129,6,4,3,no,,10,24.5
KY,296,151101366,1995,3,129,6,4,3,no,,10,23
KY,296,151101366,1995,3,129,6,4,3,no,,10,18
KY,297,151101366,1995,4,169,5,2,2,no,,10,27
KY,297,151101366,1995,4,169,5,2,2,no,,10,26.5
KY,298,151101366,1995,5,202,5,3,2,no,,10,20.2
KY,298,151101366,1995,5,202,5,3,2,no,,10,15.1
KY,270,151101376,1995,1,83,3,2,2,no,,7,23.5
KY,270,151101376,1995,1,83,3,2,2,no,,7,20
KY,271,151101376,1995,2,119,5,2,2,no,,9,23
KY,271,151101376,1995,2,119,5,2,2,no,,9,19.5
KY,272,151101376,1995,3,153,6,4,4,no,,11,25
KY,272,151101376,1995,3,153,6,4,4,no,,11,23
KY,272,151101376,1995,3,153,6,4,4,no,,11,22
KY,272,151101376,1995,3,153,6,4,4,no,,11,18.5
KY,273,151101376,1995,4,190,3,2,2,no,,9,23.8
KY,273,151101376,1995,4,190,3,2,2,no,,9,21.6
KY,285,153127560,1995,1,100,4,3,3,no,,10,26.5
KY,285,153127560,1995,1,100,4,3,3,no,,10,25.5
KY,285,153127560,1995,1,100,4,3,3,no,,10,25.5
KY,286,153127560,1995,2,138,3,3,3,no,,11,25
KY,286,153127560,1995,2,138,3,3,3,no,,11,23.5
KY,286,153127560,1995,2,138,3,3,3,no,,11,19
KY,274,153127562,1995,1,101,6,3,3,no,,13,26.5
KY,274,153127562,1995,1,101,6,3,3,no,,13,26.5
KY,274,153127562,1995,1,101,6,3,3,no,,13,24
KY,275,153127562,1995,2,139,5,5,4,no,,11,23
KY,275,153127562,1995,2,139,5,5,4,no,,11,22
KY,275,153127562,1995,2,139,5,5,4,no,,11,21.5
KY,275,153127562,1995,2,139,5,5,4,no,,11,17.5
KY,303,153127562,1995,2,176,5,5,2,no,,10,24.6
KY,303,153127562,1995,2,176,5,5,2,no,,10,15
KY,359,153127566,1995,1,104,5,3,3,no,,10,25.5
KY,359,153127566,1995,1,104,5,3,3,no,,10,24.5
KY,359,153127566,1995,1,104,5,3,3,no,,10,24.5
KY,311,153127568,1995,4,142,6,5,2,no,,11,25.5
KY,311,153127568,1995,4,142,6,5,2,no,,11,24
KY,338,153127591,1995,2,123,3,2,2,no,,10,30.5
KY,338,153127591,1995,2,123,3,2,2,no,,10,28
KY,319,153127667,1995,1,132,6,1,1,no,,12,26
KY,320,153127667,1995,2,175,5,5,4,no,,11,21.5
KY,320,153127667,1995,2,175,5,5,4,no,,11,20.5
KY,320,153127667,1995,2,175,5,5,4,no,,11,20
KY,320,153127667,1995,2,175,5,5,4,no,,11,19
KY,282,153127672,1995,3,130,6,3,3,no,,10,27
KY,282,153127672,1995,3,130,6,3,3,no,,10,27
KY,282,153127672,1995,3,130,6,3,3,no,,10,24.5
KY,283,153127672,1995,4,165,6,5,4,no,,11,24
KY,283,153127672,1995,4,165,6,5,4,no,,11,22.5
KY,283,153127672,1995,4,165,6,5,4,no,,11,22
KY,283,153127672,1995,4,165,6,5,4,no,,11,21.5
KY,284,153127672,1995,5,203,5,,2,no,,10,24.3
KY,284,153127672,1995,5,203,5,,2,no,,10,23.3
KY,289,153127689,1995,1,101,4,4,3,no,,10,27.5
KY,289,153127689,1995,1,101,4,4,3,no,,10,25.5
KY,289,153127689,1995,1,101,4,4,3,no,,10,24
KY,290,153127689,1995,2,136,5,5,4,no,,10,26
KY,290,153127689,1995,2,136,5,5,4,no,,10,25
KY,290,153127689,1995,2,136,5,5,4,no,,10,25
KY,290,153127689,1995,2,136,5,5,4,no,,10,20
KY,291,153127689,1995,3,173,5,4,4,no,,11,25
KY,291,153127689,1995,3,173,5,4,4,no,,11,24
KY,291,153127689,1995,3,173,5,4,4,no,,11,23.5
KY,291,153127689,1995,3,173,5,4,4,no,,11,23
KY,292,153127689,1995,4,208,4,4,3,no,,11,23.5
KY,292,153127689,1995,4,208,4,4,3,no,,11,21.5
KY,292,153127689,1995,4,208,4,4,3,no,,11,14.5
KY,265,153127767,1995,3,154,4,3,3,no,,10,27
KY,265,153127767,1995,3,154,4,3,3,no,,10,26
KY,265,153127767,1995,3,154,4,3,3,no,,10,24
KY,266,153127767,1995,4,188,5,5,4,no,,9,23.6
KY,266,153127767,1995,4,188,5,5,4,no,,9,23
KY,266,153127767,1995,4,188,5,5,4,no,,9,20.6
KY,266,153127767,1995,4,188,5,5,4,no,,9,19.3
KY,267,153127853,1995,1,115,4,2,2,no,,9,29
KY,267,153127853,1995,1,115,4,2,2,no,,9,27
KY,268,153127853,1995,2,151,5,4,3,no,,11,25
KY,268,153127853,1995,2,151,5,4,3,no,,11,24.5
KY,268,153127853,1995,2,151,5,4,3,no,,11,24
KY,269,153127853,1995,3,197,4,4,3,no,,10,22.2
KY,269,153127853,1995,3,197,4,4,3,no,,10,21.9
KY,269,153127853,1995,3,197,4,4,3,no,,10,19.4
KY,315,153127854,1995,3,155,5,4,3,no,,10,28
KY,315,153127854,1995,3,155,5,4,3,no,,10,27.5
KY,315,153127854,1995,3,155,5,4,3,no,,10,27.5
KY,316,153127854,1995,4,198,3,3,3,no,,10,27.9
KY,316,153127854,1995,4,198,3,3,3,no,,10,24.9
KY,316,153127854,1995,4,198,3,3,3,no,,10,23.8
KY,347,157187152,1995,1,100,4,4,4,no,,9,28
KY,347,157187152,1995,1,100,4,4,4,no,,9,25.5
KY,347,157187152,1995,1,100,4,4,4,no,,9,25
KY,347,157187152,1995,1,100,4,4,4,no,,9,20
KY,348,157187152,1995,2,137,5,5,5,no,,10,27
KY,348,157187152,1995,2,137,5,5,5,no,,10,26.5
KY,348,157187152,1995,2,137,5,5,5,no,,10,25.5
KY,348,157187152,1995,2,137,5,5,5,no,,10,21
KY,348,157187152,1995,2,137,5,5,5,no,,10,21
KY,498,151101032,1996,1,100,6,5,5,no,,11,26.9
KY,498,151101032,1996,1,100,6,5,5,no,,11,24.9
KY,498,151101032,1996,1,100,6,5,5,no,,11,24.7
KY,498,151101032,1996,1,100,6,5,5,no,,11,23.9
KY,498,151101032,1996,1,100,6,5,5,no,,11,23.3
KY,499,151101032,1996,2,140,6,4,2,no,,10,27.8
KY,499,151101032,1996,2,140,6,4,2,no,,10,26.4
KY,500,151101032,1996,3,178,5,2,2,no,,10,28.6
KY,500,151101032,1996,3,178,5,2,2,no,,10,26.3
KY,501,151101032,1996,4,215,4,4,3,no,,9,28.2
KY,501,151101032,1996,4,215,4,4,3,no,,9,27.4
KY,501,151101032,1996,4,215,4,4,3,no,,9,21.3
KY,368,151101324,1996,1,90,5,5,5,no,,10,27.6
KY,368,151101324,1996,1,90,5,5,5,no,,10,27.5
KY,368,151101324,1996,1,90,5,5,5,no,,10,26.7
KY,368,151101324,1996,1,90,5,5,5,no,,10,25.9
KY,368,151101324,1996,1,90,5,5,5,no,,10,25.2
KY,369,151101324,1996,2,130,7,6,6,no,,10,24.4
KY,369,151101324,1996,2,130,7,6,6,no,,10,23.2
KY,369,151101324,1996,2,130,7,6,6,no,,10,22.2
KY,369,151101324,1996,2,130,7,6,6,no,,10,22.2
KY,369,151101324,1996,2,130,7,6,6,no,,10,21.1
KY,369,151101324,1996,2,130,7,6,6,no,,10,19.5
KY,371,151101324,1996,4,179,3,3,2,no,,10,26.3
KY,371,151101324,1996,4,179,3,3,2,no,,10,25.6
KY,372,151101324,1996,5,216,4,,3,no,,10,25.5
KY,372,151101324,1996,5,216,4,,3,no,,10,24.7
KY,372,151101324,1996,5,216,4,,3,no,,10,23.7
KY,387,151101376,1996,1,106,5,5,5,no,,11,24.5
KY,387,151101376,1996,1,106,5,5,5,no,,11,23.6
KY,387,151101376,1996,1,106,5,5,5,no,,11,22.4
KY,387,151101376,1996,1,106,5,5,5,no,,11,22
KY,387,151101376,1996,1,106,5,5,5,no,,11,21.9
KY,388,151101376,1996,2,143,5,5,4,no,,10,21.2
KY,388,151101376,1996,2,143,5,5,4,no,,10,20.8
KY,388,151101376,1996,2,143,5,5,4,no,,10,20.6
KY,388,151101376,1996,2,143,5,5,4,no,,10,11
KY,414,151101376,1996,5,198,4,3,3,no,,11,23.4
KY,414,151101376,1996,5,198,4,3,3,no,,11,22.7
KY,414,151101376,1996,5,198,4,3,3,no,,11,22.4
KY,440,153127558,1996,1,106,5,4,3,no,,10,26.4
KY,440,153127558,1996,1,106,5,4,3,no,,10,26.1
KY,440,153127558,1996,1,106,5,4,3,no,,10,25.4
KY,395,153127562,1996,1,110,5,4,3,no,,11,29.4
KY,395,153127562,1996,1,110,5,4,3,no,,11,28.6
KY,395,153127562,1996,1,110,5,4,3,no,,11,26.6
KY,396,153127562,1996,2,144,5,5,4,no,,10,22.5
KY,396,153127562,1996,2,144,5,5,4,no,,10,20.6
KY,396,153127562,1996,2,144,5,5,4,no,,10,19.1
KY,396,153127562,1996,2,144,5,5,4,no,,10,12.4
KY,436,153127575,1996,1,108,6,3,2,no,,11,29.3
KY,436,153127575,1996,1,108,6,3,2,no,,11,25.2
KY,437,153127575,1996,2,147,4,4,2,no,,10,27.2
KY,437,153127575,1996,2,147,4,4,2,no,,10,27.2
KY,438,153127575,1996,3,180,4,3,3,no,,10,26.6
KY,438,153127575,1996,3,180,4,3,3,no,,10,25.9
KY,438,153127575,1996,3,180,4,3,3,no,,10,23
KY,454,153127667,1996,1,107,6,5,4,no,,11,23.4
KY,454,153127667,1996,1,107,6,5,4,no,,11,22.6
KY,454,153127667,1996,1,107,6,5,4,no,,11,22.5
KY,454,153127667,1996,1,107,6,5,4,no,,11,22
KY,411,153127672,1996,2,109,5,3,3,no,,10,27.3
KY,411,153127672,1996,2,109,5,3,3,no,,10,24.6
KY,411,153127672,1996,2,109,5,3,3,no,,10,24.2
KY,412,153127672,1996,3,141,6,6,3,no,,10,28.8
KY,412,153127672,1996,3,141,6,6,3,no,,10,27.5
KY,412,153127672,1996,3,141,6,6,3,no,,10,25.8
KY,365,153127690,1996,2,142,5,5,3,no,,10,28.3
KY,365,153127690,1996,2,142,5,5,3,no,,10,26.8
KY,365,153127690,1996,2,142,5,5,3,no,,10,25.5
KY,366,153127690,1996,3,178,5,5,5,no,,10,27.3
KY,366,153127690,1996,3,178,5,5,5,no,,10,26.8
KY,366,153127690,1996,3,178,5,5,5,no,,10,25.1
KY,366,153127690,1996,3,178,5,5,5,no,,10,24.6
KY,366,153127690,1996,3,178,5,5,5,no,,10,24.4
KY,367,153127690,1996,4,215,3,,2,no,,10,25.5
KY,367,153127690,1996,4,215,3,,2,no,,10,21.6
KY,422,153127695,1996,1,129,5,5,5,no,,10,25.5
KY,422,153127695,1996,1,129,5,5,5,no,,10,25.2
KY,422,153127695,1996,1,129,5,5,5,no,,10,24.9
KY,422,153127695,1996,1,129,5,5,5,no,,10,24.3
KY,422,153127695,1996,1,129,5,5,5,no,,10,24.1
KY,423,153127695,1996,2,168,5,5,5,no,,10,27.1
KY,423,153127695,1996,2,168,5,5,5,no,,10,25.9
KY,423,153127695,1996,2,168,5,5,5,no,,10,25.5
KY,423,153127695,1996,2,168,5,5,5,no,,10,25
KY,423,153127695,1996,2,168,5,5,5,no,,10,21.8
KY,424,153127695,1996,3,202,5,5,5,no,,11,24.8
KY,424,153127695,1996,3,202,5,5,5,no,,11,23.2
KY,424,153127695,1996,3,202,5,5,5,no,,11,23
KY,424,153127695,1996,3,202,5,5,5,no,,11,22.9
KY,424,153127695,1996,3,202,5,5,5,no,,11,22.1
KY,373,153127749,1996,1,108,5,4,3,no,,10,26.2
KY,373,153127749,1996,1,108,5,4,3,no,,10,24.6
KY,373,153127749,1996,1,108,5,4,3,no,,10,23.4
KY,374,153127749,1996,2,141,5,4,3,no,,10,24.2
KY,374,153127749,1996,2,141,5,4,3,no,,10,23.6
KY,374,153127749,1996,2,141,5,4,3,no,,10,18.9
KY,376,153127749,1996,4,211,4,3,3,no,,12,17.5
KY,376,153127749,1996,4,211,4,3,3,no,,12,17.2
KY,376,153127749,1996,4,211,4,3,3,no,,12,15.3
KY,426,153127751,1996,2,122,6,5,4,no,,10,28.7
KY,426,153127751,1996,2,122,6,5,4,no,,10,26.5
KY,426,153127751,1996,2,122,6,5,4,no,,10,25
KY,426,153127751,1996,2,122,6,5,4,no,,10,19.3
KY,430,153127751,1996,6,210,5,5,4,no,,9,26.6
KY,430,153127751,1996,6,210,5,5,4,no,,9,25.8
KY,430,153127751,1996,6,210,5,5,4,no,,9,25.8
KY,430,153127751,1996,6,210,5,5,4,no,,9,22.8
KY,483,153127841,1996,1,107,6,5,5,no,,12,28
KY,483,153127841,1996,1,107,6,5,5,no,,12,26.1
KY,483,153127841,1996,1,107,6,5,5,no,,12,26
KY,483,153127841,1996,1,107,6,5,5,no,,12,25.4
KY,483,153127841,1996,1,107,6,5,5,no,,12,24.2
KY,484,153127841,1996,2,146,5,4,4,no,,10,26.9
KY,484,153127841,1996,2,146,5,4,4,no,,10,25.8
KY,484,153127841,1996,2,146,5,4,4,no,,10,24.9
KY,484,153127841,1996,2,146,5,4,4,no,,10,24.8
KY,485,153127841,1996,3,186,5,5,4,no,,10,27.3
KY,485,153127841,1996,3,186,5,5,4,no,,10,26.1
KY,485,153127841,1996,3,186,5,5,4,no,,10,23.8
KY,485,153127841,1996,3,186,5,5,4,no,,10,13.4
KY,380,153127853,1996,1,105,6,6,5,no,,10,28.3
KY,380,153127853,1996,1,105,6,6,5,no,,10,28.1
KY,380,153127853,1996,1,105,6,6,5,no,,10,27.4
KY,380,153127853,1996,1,105,6,6,5,no,,10,26.8
KY,380,153127853,1996,1,105,6,6,5,no,,10,25
KY,459,153127854,1996,2,107,5,5,5,no,,11,26.6
KY,459,153127854,1996,2,107,5,5,5,no,,11,25.9
KY,459,153127854,1996,2,107,5,5,5,no,,11,24.8
KY,459,153127854,1996,2,107,5,5,5,no,,11,22.8
KY,459,153127854,1996,2,107,5,5,5,no,,11,21.2
KY,461,153127854,1996,4,179,5,5,4,no,,10,23.8
KY,461,153127854,1996,4,179,5,5,4,no,,10,23.8
KY,461,153127854,1996,4,179,5,5,4,no,,10,23.2
KY,461,153127854,1996,4,179,5,5,4,no,,10,21.9
KY,487,153127911,1996,1,108,5,4,4,no,,11,25
KY,487,153127911,1996,1,108,5,4,4,no,,11,23.8
KY,487,153127911,1996,1,108,5,4,4,no,,11,23.3
KY,487,153127911,1996,1,108,5,4,4,no,,11,23.2
KY,488,153127911,1996,2,141,5,5,5,no,,10,22.9
KY,488,153127911,1996,2,141,5,5,5,no,,10,22.3
KY,488,153127911,1996,2,141,5,5,5,no,,10,21.2
KY,488,153127911,1996,2,141,5,5,5,no,,10,21
KY,488,153127911,1996,2,141,5,5,5,no,,10,16.3
KY,489,153127911,1996,3,175,4,3,2,no,,10,28.1
KY,489,153127911,1996,3,175,4,3,2,no,,10,26.1
KY,449,153127938,1996,1,110,5,4,4,no,,10,25.9
KY,449,153127938,1996,1,110,5,4,4,no,,10,25.3
KY,449,153127938,1996,1,110,5,4,4,no,,10,24.1
KY,449,153127938,1996,1,110,5,4,4,no,,10,23.1
KY,450,153127938,1996,2,148,5,3,2,no,,10,24.3
KY,450,153127938,1996,2,148,5,3,2,no,,10,22.8
KY,415,153127974,1996,1,106,5,5,5,no,,10,24.3
KY,415,153127974,1996,1,106,5,5,5,no,,10,24
KY,415,153127974,1996,1,106,5,5,5,no,,10,23.6
KY,415,153127974,1996,1,106,5,5,5,no,,10,23.5
KY,415,153127974,1996,1,106,5,5,5,no,,10,23
KY,421,153127974,1996,3,183,4,4,3,no,,10,26.6
KY,421,153127974,1996,3,183,4,4,3,no,,10,24.7
KY,421,153127974,1996,3,183,4,4,3,no,,10,23.8
KY,400,153127998,1996,2,145,4,4,3,no,,10,17.3
KY,400,153127998,1996,2,145,4,4,3,no,,10,16.3
KY,400,153127998,1996,2,145,4,4,3,no,,10,11.1
KY,402,157186950,1996,4,186,5,4,4,no,,10,28.3
KY,402,157186950,1996,4,186,5,4,4,no,,10,25.6
KY,402,157186950,1996,4,186,5,4,4,no,,10,25.2
KY,402,157186950,1996,4,186,5,4,4,no,,10,24.4
KY,452,157186950,1996,1,114,5,5,5,no,,10,24.2
KY,452,157186950,1996,1,114,5,5,5,no,,10,23.7
KY,452,157186950,1996,1,114,5,5,5,no,,10,23
KY,452,157186950,1996,1,114,5,5,5,no,,10,22.8
KY,452,157186950,1996,1,114,5,5,5,no,,10,22.4
KY,453,157186950,1996,2,154,5,3,1,no,,10,25.6
KY,469,157186961,1996,1,110,5,5,3,no,,10,28.8
KY,469,157186961,1996,1,110,5,5,3,no,,10,25.9
KY,469,157186961,1996,1,110,5,5,3,no,,10,24.3
KY,503,157186969,1996,1,100,5,3,3,no,,10,28.3
KY,503,157186969,1996,1,100,5,3,3,no,,10,28.2
KY,503,157186969,1996,1,100,5,3,3,no,,10,27.9
KY,504,157186969,1996,2,137,6,5,5,no,,10,22.4
KY,504,157186969,1996,2,137,6,5,5,no,,10,22.1
KY,504,157186969,1996,2,137,6,5,5,no,,10,21.5
KY,504,157186969,1996,2,137,6,5,5,no,,10,20.9
KY,504,157186969,1996,2,137,6,5,5,no,,10,18.2
KY,505,157186969,1996,3,173,4,4,4,no,,10,23.8
KY,505,157186969,1996,3,173,4,4,4,no,,10,23
KY,505,157186969,1996,3,173,4,4,4,no,,10,22
KY,505,157186969,1996,3,173,4,4,4,no,,10,21.8
KY,477,157186971,1996,1,94,5,5,5,no,,10,24.2
KY,477,157186971,1996,1,94,5,5,5,no,,10,24
KY,477,157186971,1996,1,94,5,5,5,no,,10,23.1
KY,477,157186971,1996,1,94,5,5,5,no,,10,22.1
KY,477,157186971,1996,1,94,5,5,5,no,,10,15.1
KY,478,157186971,1996,2,129,5,5,5,no,,9,27.1
KY,478,157186971,1996,2,129,5,5,5,no,,9,26.9
KY,478,157186971,1996,2,129,5,5,5,no,,9,25.6
KY,478,157186971,1996,2,129,5,5,5,no,,9,19.3
KY,478,157186971,1996,2,129,5,5,5,no,,9,17.1
KY,435,157186975,1996,1,133,4,4,4,no,,,23.3
KY,435,157186975,1996,1,133,4,4,4,no,,,19
KY,435,157186975,1996,1,133,4,4,4,no,,,15.5
KY,435,157186975,1996,1,133,4,4,4,no,,,15.1
KY,464,157187005,1996,1,136,5,5,5,no,,10,24.3
KY,464,157187005,1996,1,136,5,5,5,no,,10,23.4
KY,464,157187005,1996,1,136,5,5,5,no,,10,22.4
KY,464,157187005,1996,1,136,5,5,5,no,,10,22.2
KY,464,157187005,1996,1,136,5,5,5,no,,10,14.4
KY,465,157187005,1996,2,173,4,4,2,no,,10,28.8
KY,465,157187005,1996,2,173,4,4,2,no,,10,26.1
KY,479,157187033,1996,1,145,4,4,4,no,,10,26.1
KY,479,157187033,1996,1,145,4,4,4,no,,10,25.6
KY,479,157187033,1996,1,145,4,4,4,no,,10,24.2
KY,479,157187033,1996,1,145,4,4,4,no,,10,19.7
KY,482,157187112,1996,3,175,4,2,1,no,,10,26.5
KY,509,157187112,1996,3,208,4,4,2,no,,12,24.4
KY,509,157187112,1996,3,208,4,4,2,no,,12,22.4
KY,407,157187116,1996,2,168,5,5,2,no,,10,26.3
KY,407,157187116,1996,2,168,5,5,2,no,,10,24.6
KY,491,157187152,1996,1,106,5,5,2,no,,12,26
KY,491,157187152,1996,1,106,5,5,2,no,,12,26
KY,492,157187152,1996,2,139,5,2,2,no,,10,28.4
KY,492,157187152,1996,2,139,5,2,2,no,,10,27.1
KY,493,157187152,1996,3,172,5,4,3,no,,10,25
KY,493,157187152,1996,3,172,5,4,3,no,,10,23.9
KY,493,157187152,1996,3,172,5,4,3,no,,10,20
KY,643,151101032,1997,2,95,4,3,1,no,,10,28.5
KY,644,151101032,1997,3,131,6,4,2,no,,9,28
KY,644,151101032,1997,3,131,6,4,2,no,,9,23.5
KY,646,151101032,1997,5,181,5,4,3,no,,9,25.5
KY,646,151101032,1997,5,181,5,4,3,no,,9,25
KY,646,151101032,1997,5,181,5,4,3,no,,9,25
KY,616,151101223,1997,1,89,4,4,2,no,,14,26
KY,616,151101223,1997,1,89,4,4,2,no,,14,24
KY,513,151101324,1997,1,68,4,4,4,NO,,10,21.5
KY,513,151101324,1997,1,68,4,4,4,NO,,8,20
KY,513,151101324,1997,1,68,4,4,4,NO,,8,17
KY,513,151101324,1997,1,68,4,4,4,NO,,10,16
KY,514,151101324,1997,2,106,6,4,4,NO,,11,29.5
